Cliente,Servicio,Equipo,Fecha,Tecnico,Tecnico2,Presupuesto,Estado,Observacion
ALMOS,"MP 2 UV, 1 TOC Y UN IR",CALIF,2026-09-21,Claudio,,,REALIZADO,
ALMOS,"CALIF 2 UV, 1 TOC Y UN IR",CALIF,2026-09-21,Jaime,,,REALIZADO,
GUAYAKI,CALIF SOFTWARE,SOFTWARE,2026-09-21,Sebastián,,,REALIZADO,
DIGESA,MANT PREVENTIVO AA-7000,AA,2026-09-21,Junior,,,REALIZADO,
GUAYAKI,CALIF SOFTWARE,SOFTWARE,2026-09-22,Fernando,,,PENDIENTE,
ALMOS,"CALIF 2 UV, 1 TOC Y UN IR",VARIOS,2026-09-22,Jaime,Verónica,,PENDIENTE,
CEMIT,"MP HPLC 17, HPLC 18 E IR",VARIOS,2026-09-22,Carlos Fernandez,,,PENDIENTE,
DIGESA,MP Y MC AA-7000,VARIOS,2026-09-22,Junior,,,PENDIENTE,
DIGESA,MP Y MC AA-7000,VARIOS,2026-09-22,Adán,,,PENDIENTE,
QUIMFA,GC MATERIA PRIMA: PRESENTA ERROR DE GAS DIONISIO CANTERO,GC,2026-09-22,Adán,,,PENDIENTE,
CEMIT,"MP HPLC 17, HPLC 18 E IR",VARIOS,2026-09-22,Sebastián,,,PENDIENTE,
ALMOS,"CALIF 2 UV, 1 TOC Y UN IR",VARIOS,2026-09-22,Claudio,,,PENDIENTE,
GRAMON,HPLC 5: NO GUARDA LAS CORRIDAS,SOFTWARE,2026-09-23,Fernando,,,LICITACION,
GUAYAKI,CALIF SOFTWARE,SOFTWARE,2026-09-23,Fernando,,,LICITACION,
ALMOS,"CALIF 2 UV, 1 TOC Y UN IR",VARIOS,2026-09-23,Jaime,,,LICITACION,
CEMIT,"MP HPLC 17, HPLC 18 E IR",VARIOS,2026-09-23,Carlos Fernandez,,,LICITACION,
QUIMFA,error en la presión primaria del GAS.,GC,2026-09-23,Junior,,,LICITACION,
TECNOMYL,HPLC3 Y HPLC 4: CAMBIO DE CONSUMIBLES GUSTAVO VOLLING,VARIOS,2026-09-23,José,,,LICITACION,
CEMIT,"CALIF HPLC 17, HPLC 18 E IR",VARIOS,2026-09-23,Adán,Verónica,,LICITACION,
ALMOS,"MP 2 UV, 1 TOC Y UN IR",VARIOS,2026-09-23,Claudio,,,LICITACION,
GUAYAKI,CALIF DE SOFTWARE,SOFTWARE,2026-09-24,Fernando,,,LICITACION,
ALMOS,"CALIF 2 UV, 1 TOC Y UN IR",VARIOS,2026-09-24,Jaime,,,LICITACION,
CEMIT,"CALIF HPLC 17, HPLC 18 E IR",VARIOS,2026-09-24,Adán,Verónica,,LICITACION,
QUIMFA,CALIF HPLC 19,HPLC,2026-09-24,Zulma,,,LICITACION,
AGROFUTURO,CALIF 2 EQUIPOS HPLC,HPLC,2026-09-29,Zulma,,,ALERTA,
CORPEXIM,MANT Y CALIF 2 EQUIPOS UV,UV,2026-09-30,Jaime,,,ALERTA,
CORPEXIM,MANT Y CALIF 2 EQUIPOS UV,UV,2026-09-30,Sebastián,,,ALERTA,
FARMACO,TALLER DE SUMI; NO INICIA,balanza,,JUNIOR,,,PENDIENTE,
QUIMFA,PLACA INJ OVEN,HPLC 14,,,PENDIENTE DE ENVIO,,PENDIENTE,
QUIMFA,Z PRING,HPLC 14,,,PENDIENTE DE ENVIO,,PENDIENTE,
